race_num,race_city,rank,driver,car_no,start,laps,total_time,laps_led,status,avg_speed,num_pit_stop,points,points_f1,points_IMSA,track_type
4,indyrc,18,Jack Harvey,18,17,85,6365.2444,0,Running,117.251,3,12,0,144,Road Course
4,indyrc,19,Theo Pourchaire,6,18,85,6365.2999,0,Running,117.250,3,11,0,133,Road Course
4,indyrc,20,Christian Rasmussen,20,20,85,6366.6539,0,Running,117.225,3,10,0,121,Road Course
4,indyrc,21,Agustin Canapino,78,15,84,6345.1182,0,Running,116.240,3,9,0,116,Road Course
4,indyrc,22,Sting Ray Robb,41,27,84,6352.9639,0,Running,116.096,3,8,0,94,Road Course
4,indyrc,23,Tom Blomqvist,66,26,84,6355.0611,0,Running,116.058,3,7,0,85,Road Course
4,indyrc,24,Linus Lundqvist,8,19,84,6360.9419,0,Running,115.950,3,6,0,82,Road Course
4,indyrc,25,Luca Ghiotto,51,22,84,6367.4016,0,Running,115.833,3,5,0,69,Road Course
4,indyrc,26,Rinus VeeKay,21,12,84,6373.0203,0,Running,115.731,4,5,0,69,Road Course
4,indyrc,27,Santino Ferrucci,14,16,55,4212.3445,0,Mechanical,114.644,2,5,0,55,Road Course
15,milwaukee1,1,Pato O'Ward,5,6,250,7381.3451,133,Running,123.758,4,53,25,375,Oval
15,milwaukee1,2,Will Power,12,5,250,7383.1666,9,Running,123.727,4,41,18,346,Oval
15,milwaukee1,3,Conor Daly,78,25,250,7383.749,0,Running,123.718,4,35,15,306,Oval
15,milwaukee1,4,Santino Ferrucci,14,19,250,7398.0349,0,Running,123.479,4,32,12,292,Oval
15,milwaukee1,5,Alex Palou,10,12,250,7400.053,0,Running,123.445,4,30,10,279,Oval
15,milwaukee1,6,Linus Lundqvist,8,4,250,7400.5881,19,Running,123.436,4,29,8,278,Oval
15,milwaukee1,7,Alexander Rossi,7,3,250,7401.6948,0,Running,123.418,4,26,6,270,Oval
15,milwaukee1,8,Scott McLaughlin,3,1,250,7402.4187,80,Running,123.406,3,26,4,265,Oval
15,milwaukee1,9,Christian Lundgaard,45,26,250,7402.9163,0,Running,123.397,5,22,2,225,Oval
15,milwaukee1,10,Scott Dixon,9,17,250,7403.2204,0,Running,123.392,4,20,1,224,Oval
15,milwaukee1,11,Christian Rasmussen,20,23,250,7404.2568,0,Running,123.375,4,19,0,208,Oval
15,milwaukee1,12,Kyle Kirkwood,27,15,250,7404.476,0,Running,123.371,4,18,0,206,Oval
15,milwaukee1,13,Felix Rosenqvist,60,8,250,7407.5759,0,Running,123.320,4,17,0,203,Oval
15,milwaukee1,14,Rinus VeeKay,21,13,249,7394.629,0,Running,123.041,4,16,0,188,Oval
15,milwaukee1,15,David Malukas,66,2,249,7401.1244,0,Running,122.933,4,15,0,192,Oval
15,milwaukee1,16,Jack Harvey,18,14,249,7407.2078,0,Running,122.833,4,14,0,167,Oval
15,milwaukee1,17,Nolan Siegel,6,24,249,7407.9442,0,Running,122.820,4,13,0,147,Oval
15,milwaukee1,18,Pietro Fittipaldi,30,27,248,7395.179,0,Running,122.538,4,12,0,134,Oval
15,milwaukee1,19,Katherine Legge,51,18,248,7399.5467,0,Running,122.466,6,11,0,133,Oval
15,milwaukee1,20,Graham Rahal,15,21,248,7409.2672,0,Running,122.305,5,10,0,120,Oval
15,milwaukee1,21,Marcus Armstrong,11,16,247,7382.6933,0,Running,122.251,4,9,0,115,Oval
15,milwaukee1,22,Colton Herta,26,10,246,7395.9124,9,Running,121.538,6,9,0,111,Oval
15,milwaukee1,23,Sting Ray Robb,41,20,244,7396.2906,0,Running,120.544,4,7,0,91,Oval
15,milwaukee1,24,Romain Grosjean,77,9,243,7384.368,0,Running,120.243,5,6,0,92,Oval
15,milwaukee1,25,Kyffin Simpson,4,22,238,7399.0057,0,Running,117.536,4,5,0,69,Oval
15,milwaukee1,26,Josef Newgarden,2,11,146,4144.1359,0,Contact,128.732,3,5,0,70,Oval
15,milwaukee1,27,Marcus Ericsson,28,7,146,4144.2267,0,Contact,128.729,3,5,0,64,Oval
13,gateway,1,Josef Newgarden,2,3,260,8548.2772,17,Running,136.870,4,51,25,380,Oval
13,gateway,2,Scott McLaughlin,3,1,260,8550.0032,67,Running,136.842,5,42,18,355,Oval
13,gateway,3,Linus Lundqvist,8,18,260,8552.0647,1,Running,136.809,5,36,15,313,Oval
13,gateway,4,Alex Palou,10,16,260,8554.3288,0,Running,136.773,4,32,12,295,Oval
13,gateway,5,Colton Herta,26,25,260,8554.5418,0,Running,136.769,4,30,10,266,Oval
13,gateway,6,Felix Rosenqvist,60,11,259,8554.6343,0,Running,136.242,4,28,8,270,Oval
13,gateway,7,Nolan Siegel,6,20,259,8556.4998,8,Running,136.212,5,27,6,251,Oval
13,gateway,8,Marcus Armstrong,11,10,259,8558.4123,0,Running,136.182,4,24,4,251,Oval
13,gateway,9,Sting Ray Robb,41,24,259,8558.8118,8,Running,136.175,4,23,2,227,Oval
13,gateway,10,Rinus VeeKay,21,12,259,8559.8352,0,Running,136.159,4,20,1,229,Oval
13,gateway,11,Scott Dixon,9,19,258,8555.1547,5,Running,135.708,5,20,0,212,Oval
13,gateway,12,Santino Ferrucci,14,17,258,8555.5855,0,Running,135.701,5,18,0,204,Oval
13,gateway,13,Conor Daly,78,9,258,8560.1843,0,Running,135.628,4,17,0,202,Oval
13,gateway,14,Pietro Fittipaldi,30,15,258,8563.0743,0,Running,135.582,5,16,0,186,Oval
13,gateway,15,Christian Lundgaard,45,23,257,8557.6655,0,Running,135.142,5,15,0,168,Oval
13,gateway,16,Romain Grosjean,77,6,257,8561.2126,0,Running,135.086,5,14,0,175,Oval
13,gateway,17,Ed Carpenter,20,21,252,8564.9806,0,Running,132.400,9,13,0,150,Oval
13,gateway,18,Will Power,12,4,250,8015.4985,117,Contact,140.353,4,15,0,158,Oval
13,gateway,19,Alexander Rossi,7,13,250,8016.2301,8,Contact,140.340,4,12,0,138,Oval
13,gateway,20,Jack Harvey,18,26,249,8024.4603,0,Contact,139.636,4,10,0,115,Oval
13,gateway,21,David Malukas,66,2,238,7437.2412,11,Contact,144.005,4,10,0,132,Oval
13,gateway,22,Kyle Kirkwood,27,5,207,7582.2296,0,Contact,122.853,4,8,0,116,Oval
13,gateway,23,Graham Rahal,15,14,161,5107.1785,5,Mechanical,141.859,2,8,0,97,Oval
13,gateway,24,Marcus Ericsson,28,7,151,5100.0321,13,Mechanical,133.234,2,7,0,94,Oval
13,gateway,25,Kyffin Simpson,4,22,84,2688.6274,0,Contact,140.592,1,5,0,69,Oval
13,gateway,26,Pato O'Ward,5,8,42,1520.3456,0,Mechanical,124.314,0,5,0,73,Oval
13,gateway,27,Katherine Legge,51,27,7,200.9005,0,Contact,156.794,0,5,0,44,Oval
17,nashville,1,Colton Herta,26,9,206,6195.2534,24,Running,159.207,4,51,25,372,Oval
17,nashville,2,Pato O'Ward,5,7,206,6197.064,21,Running,159.161,4,41,18,344,Oval
17,nashville,3,Josef Newgarden,2,2,206,6197.2145,54,Running,159.157,4,36,15,332,Oval
17,nashville,4,Kyle Kirkwood,27,1,206,6199.9709,67,Running,159.086,3,36,12,315,Oval
17,nashville,5,Scott McLaughlin,3,18,206,6203.0371,0,Running,159.007,4,30,10,273,Oval
17,nashville,6,Santino Ferrucci,14,14,206,6204.487,0,Running,158.970,4,28,8,267,Oval
17,nashville,7,Marcus Armstrong,11,12,206,6209.6404,0,Running,158.838,3,26,6,259,Oval
17,nashville,8,Linus Lundqvist,8,8,206,6209.9053,0,Running,158.831,4,24,4,253,Oval
17,nashville,9,David Malukas,66,5,206,6210.526,8,Running,158.816,3,23,2,246,Oval
17,nashville,10,Conor Daly,78,6,205,6198.9149,0,Running,158.341,3,20,1,235,Oval
17,nashville,11,Alex Palou,10,24,205,6209.5905,0,Running,158.068,4,19,0,207,Oval
17,nashville,12,Rinus VeeKay,21,10,205,6212.1299,0,Running,158.004,4,18,0,211,Oval
17,nashville,13,Jack Harvey,18,20,205,6214.0733,0,Running,157.954,3,17,0,191,Oval
17,nashville,14,Christian Rasmussen,20,25,205,6214.5803,0,Running,157.941,3,16,0,176,Oval
17,nashville,15,Alexander Rossi,7,26,205,6217.8089,32,Running,157.859,4,16,0,165,Oval
17,nashville,16,Romain Grosjean,77,13,204,6205.4584,0,Running,157.402,4,14,0,168,Oval
17,nashville,17,Scott Dixon,9,11,204,6207.809,0,Running,157.342,3,13,0,160,Oval
17,nashville,18,Nolan Siegel,6,27,204,6209.2187,0,Running,157.307,4,12,0,134,Oval
17,nashville,19,Christian Lundgaard,45,21,204,6211.25,0,Running,157.255,4,11,0,130,Oval
17,nashville,20,Sting Ray Robb,41,23,204,6211.4682,0,Running,157.250,3,10,0,118,Oval
17,nashville,21,Pietro Fittipaldi,30,16,204,6213.6153,0,Running,157.195,5,9,0,115,Oval
17,nashville,22,Kyffin Simpson,4,17,202,6200.9025,0,Running,155.973,5,8,0,104,Oval
17,nashville,23,Graham Rahal,15,19,202,6212.0545,0,Running,155.693,4,7,0,92,Oval
17,nashville,24,Will Power,12,4,198,6204.6827,0,Running,152.792,6,6,0,98,Oval
17,nashville,25,Marcus Ericsson,28,15,137,4782.934,0,Contact,137.145,3,5,0,76,Oval
17,nashville,26,Katherine Legge,51,22,85,2589.5186,0,Contact,157.164,2,5,0,59,Oval
17,nashville,27,Felix Rosenqvist,60,3,55,1392.4834,0,Contact,189.115,0,5,0,70,Oval
16,milwaukee2,1,Scott McLaughlin,3,2,250,7591.3981,85,Running,120.334,6,53,25,382,Oval
16,milwaukee2,2,Scott Dixon,9,17,250,7591.8539,0,Running,120.326,5,40,18,334,Oval
16,milwaukee2,3,Colton Herta,26,18,250,7596.5244,43,Running,120.252,5,36,15,313,Oval
16,milwaukee2,4,Santino Ferrucci,14,12,250,7602.381,6,Running,120.160,6,33,12,299,Oval
16,milwaukee2,5,Marcus Ericsson,28,16,250,7605.1066,0,Running,120.117,6,30,10,275,Oval
16,milwaukee2,6,Alexander Rossi,7,6,250,7605.7286,46,Running,120.107,5,29,8,275,Oval
16,milwaukee2,7,Rinus VeeKay,21,15,250,7606.5983,0,Running,120.093,5,26,6,256,Oval
16,milwaukee2,8,Kyle Kirkwood,27,19,250,7606.72,0,Running,120.091,6,24,4,242,Oval
16,milwaukee2,9,Romain Grosjean,77,14,250,7607.5994,0,Running,120.077,5,22,2,237,Oval
16,milwaukee2,10,Will Power,12,4,250,7611.2558,64,Running,120.020,7,21,1,238,Oval
16,milwaukee2,11,Felix Rosenqvist,60,8,249,7613.2242,0,Running,119.509,6,19,0,223,Oval
16,milwaukee2,12,Christian Lundgaard,45,25,248,7604.7912,0,Running,119.161,6,18,0,196,Oval
16,milwaukee2,13,Kyffin Simpson,4,24,248,7610.1355,0,Running,119.077,5,17,0,187,Oval
16,milwaukee2,14,Jack Harvey,18,13,247,7608.2333,0,Running,118.626,4,16,0,188,Oval
16,milwaukee2,15,Katherine Legge,51,22,246,7611.9006,2,Running,118.089,4,16,0,169,Oval
16,milwaukee2,16,Christian Rasmussen,20,23,243,7601.004,0,Running,116.816,5,14,0,158,Oval
16,milwaukee2,17,Conor Daly,78,20,230,7462.7112,0,Retired,112.616,5,13,0,151,Oval
16,milwaukee2,18,Sting Ray Robb,41,21,221,6783.4362,0,Contact,119.045,4,12,0,140,Oval
16,milwaukee2,19,Alex Palou,10,10,221,7613.7919,0,Running,106.062,5,11,0,141,Oval
16,milwaukee2,20,Linus Lundqvist,8,5,215,6522.8478,0,Contact,120.440,4,10,0,136,Oval
16,milwaukee2,21,Pietro Fittipaldi,30,27,181,5959.4142,0,Mechanical,110.980,4,9,0,104,Oval
16,milwaukee2,22,David Malukas,66,9,126,7249.3725,0,Mechanical,63.509,2,8,0,112,Oval
16,milwaukee2,23,Graham Rahal,15,26,123,3891.4228,0,Contact,115.496,3,7,0,85,Oval
16,milwaukee2,24,Pato O'Ward,5,7,87,2933.1117,0,Mechanical,108.383,1,6,0,94,Oval
16,milwaukee2,25,Nolan Siegel,6,11,24,1359.9624,0,Mechanical,64.484,0,5,0,80,Oval
16,milwaukee2,26,Marcus Armstrong,11,3,6,284.6808,0,Contact,77.013,0,5,0,80,Oval
16,milwaukee2,27,Josef Newgarden,2,1,5,227.4774,4,Contact,80.316,0,7,0,75,Oval
12,toronto,1,Colton Herta,26,1,85,5968.4293,81,Running,91.568,2,54,25,385,Street Course
12,toronto,2,Kyle Kirkwood,27,2,85,5968.7762,0,Running,91.562,2,40,18,352,Street Course
12,toronto,3,Scott Dixon,9,15,85,5969.3973,3,Running,91.553,2,36,15,316,Street Course
12,toronto,4,Alex Palou,10,18,85,5970.1204,0,Running,91.542,2,32,12,293,Street Course
12,toronto,5,Marcus Armstrong,11,13,85,5971.2012,0,Running,91.525,2,30,10,278,Street Course
12,toronto,6,David Malukas,66,6,85,5971.5146,0,Running,91.520,2,28,8,275,Street Course
12,toronto,7,Christian Lundgaard,45,16,85,5972.3218,0,Running,91.508,2,26,6,255,Street Course
12,toronto,8,Rinus VeeKay,21,22,85,5973.0639,0,Running,91.497,3,24,4,239,Street Course
12,toronto,9,Romain Grosjean,77,5,85,5974.083,0,Running,91.481,2,22,2,246,Street Course
12,toronto,10,Graham Rahal,15,8,85,5974.5749,0,Running,91.474,3,20,1,233,Street Course
12,toronto,11,Josef Newgarden,2,7,85,5978.9217,0,Running,91.407,3,19,0,224,Street Course
12,toronto,12,Will Power,12,9,85,5979.9848,0,Running,91.391,2,18,0,212,Street Course
12,toronto,13,Linus Lundqvist,8,24,84,5975.1306,0,Running,90.389,4,17,0,187,Street Course
12,toronto,14,Theo Pourchaire,7,26,84,5975.5503,0,Running,90.383,5,16,0,175,Street Course
12,toronto,15,Toby Sowery,51,21,84,5975.904,0,Running,90.377,3,15,0,170,Street Course
12,toronto,16,Scott McLaughlin,3,4,76,5290.8618,0,Contact,92.357,2,14,0,178,Street Course
12,toronto,17,Pato O'Ward,5,14,72,4904.4725,0,Contact,94.390,2,13,0,157,Street Course
12,toronto,18,Marcus Ericsson,28,11,72,4906.8808,1,Contact,94.343,2,13,0,150,Street Course
12,toronto,19,Pietro Fittipaldi,30,23,72,4909.6394,0,Contact,94.290,2,11,0,128,Street Course
12,toronto,20,Santino Ferrucci,14,17,72,4910.1026,0,Contact,94.281,4,10,0,124,Street Course
12,toronto,21,Nolan Siegel,6,19,72,4910.7316,0,Contact,94.269,3,9,0,112,Street Course
12,toronto,22,Kyffin Simpson,4,20,66,4442.5914,0,Contact,95.519,2,8,0,101,Street Course
12,toronto,23,Felix Rosenqvist,60,3,63,4240.7835,0,Mechanical,95.517,2,7,0,110,Street Course
12,toronto,24,Hunter McElrea,18,25,57,3889.1748,0,Contact,94.233,2,6,0,76,Street Course
12,toronto,25,Sting Ray Robb,41,27,13,1066.8887,0,Mechanical,78.344,0,5,0,64,Street Course
12,toronto,26,Agustin Canapino,78,10,4,373.8674,0,Contact,68.790,0,5,0,71,Street Course
12,toronto,27,Christian Rasmussen,20,12,0,1.2612,0,Contact,0.000,0,5,0,59,Street Course
3,barber,1,Scott McLaughlin,3,1,90,7005.7773,58,Running,106.369,3,54,25,385,Road Course
3,barber,2,Will Power,12,2,90,7007.0967,1,Running,106.349,3,41,18,352,Road Course
3,barber,3,Linus Lundqvist,8,19,90,7008.2194,4,Running,106.332,3,36,15,312,Road Course
3,barber,4,Felix Rosenqvist,60,5,90,7010.2882,1,Running,106.301,2,33,12,306,Road Course
3,barber,5,Alex Palou,10,10,90,7011.1465,12,Running,106.288,2,31,10,281,Road Course
3,barber,6,Christian Lundgaard,45,3,90,7011.8282,0,Running,106.278,3,28,8,280,Road Course
3,barber,7,Santino Ferrucci,14,17,90,7012.3828,14,Running,106.269,3,27,6,254,Road Course
3,barber,8,Colton Herta,26,15,90,7013.2897,0,Running,106.255,2,24,4,246,Road Course
3,barber,9,Marcus Armstrong,11,6,90,7013.8148,0,Running,106.247,2,22,2,245,Road Course
3,barber,10,Kyle Kirkwood,27,9,90,7014.3346,0,Running,106.240,2,20,1,232,Road Course
3,barber,11,Graham Rahal,15,7,90,7014.8061,0,Running,106.232,2,19,0,224,Road Course
3,barber,12,Romain Grosjean,77,11,90,7015.2268,0,Running,106.226,2,18,0,210,Road Course
3,barber,13,Jack Harvey,18,22,90,7015.9042,0,Running,106.216,4,17,0,189,Road Course
3,barber,14,Kyffin Simpson,4,23,90,7016.2188,0,Running,106.211,3,16,0,178,Road Course
3,barber,15,Scott Dixon,9,13,90,7017.1401,0,Running,106.197,2,15,0,178,Road Course
3,barber,16,Josef Newgarden,2,8,90,7018.0128,0,Running,106.184,2,14,0,173,Road Course
3,barber,17,Rinus VeeKay,21,27,90,7019.2865,0,Running,106.165,3,13,0,144,Road Course
3,barber,18,Marcus Ericsson,28,18,90,7019.621,0,Running,106.160,2,12,0,143,Road Course
3,barber,19,Tom Blomqvist,66,12,90,7020.3524,0,Running,106.149,3,11,0,139,Road Course
3,barber,20,Agustin Canapino,78,20,90,7020.458,0,Running,106.147,3,10,0,121,Road Course
3,barber,21,Luca Ghiotto,51,21,90,7021.4582,0,Running,106.132,4,9,0,110,Road Course
3,barber,22,Theo Pourchaire,6,24,89,6947.6985,0,Running,106.067,3,8,0,97,Road Course
3,barber,23,Pato O'Ward,5,4,90,7022.2234,0,Running,106.120,3,7,0,108,Road Course
3,barber,24,Christian Rasmussen,20,14,89,7023.5045,0,Running,104.922,3,6,0,87,Road Course
3,barber,25,Alexander Rossi,7,16,60,6038.7103,0,Mechanical,82.269,2,5,0,75,Road Course
3,barber,26,Sting Ray Robb,41,25,54,4199.8639,0,Contact,106.461,2,5,0,56,Road Course
3,barber,27,Pietro Fittipaldi,30,26,42,6141.7871,0,Contact,56.622,2,5,0,45,Road Course
8,lagunaseca,1,Alex Palou,10,1,95,7449.8545,48,Running,102.740,3,54,25,385,Road Course
8,lagunaseca,2,Colton Herta,26,4,95,7451.8325,8,Running,102.712,3,41,18,348,Road Course
8,lagunaseca,3,Alexander Rossi,7,5,95,7454.3681,10,Running,102.678,3,36,15,326,Road Course
8,lagunaseca,4,Romain Grosjean,77,8,95,7454.6788,0,Running,102.673,3,32,12,303,Road Course
8,lagunaseca,5,Kyle Kirkwood,27,2,95,7458.5313,24,Running,102.620,3,31,10,292,Road Course
8,lagunaseca,6,Scott Dixon,9,10,95,7459.0049,0,Running,102.614,3,28,8,271,Road Course
8,lagunaseca,7,Will Power,12,15,95,7459.8509,0,Running,102.602,3,26,6,256,Road Course
8,lagunaseca,8,Pato O'Ward,5,9,95,7460.4759,0,Running,102.593,3,24,4,252,Road Course
8,lagunaseca,9,Santino Ferrucci,14,17,95,7460.857,0,Running,102.588,3,22,2,234,Road Course
8,lagunaseca,10,Marcus Ericsson,28,18,95,7461.4943,0,Running,102.579,3,20,1,223,Road Course
8,lagunaseca,11,Felix Rosenqvist,60,3,95,7462.5633,0,Running,102.565,3,19,0,230,Road Course
8,lagunaseca,12,Nolan Siegel,6,23,95,7462.985,0,Running,102.559,3,18,0,198,Road Course
8,lagunaseca,13,Christian Rasmussen,20,21,95,7464.2315,0,Running,102.542,3,17,0,190,Road Course
8,lagunaseca,14,Pietro Fittipaldi,30,24,95,7464.6086,0,Running,102.537,4,16,0,177,Road Course
8,lagunaseca,15,Christian Lundgaard,45,6,95,7464.9289,0,Running,102.532,3,15,0,185,Road Course
8,lagunaseca,16,David Malukas,66,12,95,7468.3554,0,Running,102.485,4,14,0,169,Road Course
8,lagunaseca,17,Linus Lundqvist,8,16,95,7470.0268,0,Running,102.462,4,13,0,155,Road Course
8,lagunaseca,18,Agustin Canapino,78,13,95,7473.3992,0,Running,102.416,3,12,0,148,Road Course
8,lagunaseca,19,Josef Newgarden,2,14,95,7477.1113,5,Running,102.365,3,12,0,137,Road Course
8,lagunaseca,20,Sting Ray Robb,41,25,94,7470.45,0,Running,101.378,3,10,0,116,Road Course
8,lagunaseca,21,Scott McLaughlin,3,7,93,7471.9741,0,Running,100.279,5,9,0,124,Road Course
8,lagunaseca,22,Marcus Armstrong,11,11,93,7488.4558,0,Running,100.058,3,8,0,110,Road Course
8,lagunaseca,23,Kyffin Simpson,4,22,86,6632.2312,0,Contact,104.472,3,7,0,89,Road Course
8,lagunaseca,24,Graham Rahal,15,19,86,6633.26,0,Contact,104.456,4,6,0,82,Road Course
8,lagunaseca,25,Jack Harvey,18,26,82,6280.7853,0,Mechanical,105.187,3,5,0,65,Road Course
8,lagunaseca,26,Rinus VeeKay,21,20,72,5983.0398,0,Mechanical,96.956,3,5,0,61,Road Course
8,lagunaseca,27,Luca Ghiotto,51,27,34,2457.8112,0,Contact,111.453,1,5,0,44,Road Course
